Label,Iteration,Qubits,Abs_Error,Exp_Value,Ideal_Value,Circuit_Density,Max_Decoherence,Job_ID,Method_Index
11: dd_xpxm,1,11,0.64892578125,-0.35107421875,-1.0,0.18732782369146006,0.028355,d4olaksfitbs739f3uug,2
11: dd_xpxm,2,11,0.6376953125,-0.3623046875,-1.0,0.18732782369146006,0.028355,d4olalcfitbs739f3v00,2
11: dd_xpxm,3,11,0.6298828125,-0.3701171875,-1.0,0.18732782369146006,0.028355,d4olalnt3pms7395b2cg,2
38: no_dd,1,38,1.00146484375,-0.00146484375,1.0,0.05620960295475531,0.227934,d4olaksfitbs739f3uug,0
38: no_dd,2,38,1.0107421875,-0.0107421875,1.0,0.05620960295475531,0.227934,d4olalcfitbs739f3v00,0
38: no_dd,3,38,1.0,0.0,1.0,0.05620960295475531,0.227934,d4olalnt3pms7395b2cg,0
38: dd_xx,1,38,1.00732421875,-0.00732421875,1.0,0.05620960295475531,0.227934,d4olaksfitbs739f3uug,1
38: dd_xx,2,38,0.998046875,0.001953125,1.0,0.05620960295475531,0.227934,d4olalcfitbs739f3v00,1
38: dd_xx,3,38,1.00927734375,-0.00927734375,1.0,0.05620960295475531,0.227934,d4olalnt3pms7395b2cg,1
38: dd_xpxm,1,38,1.02001953125,-0.02001953125,1.0,0.05620960295475531,0.227934,d4olaksfitbs739f3uug,2
38: dd_xpxm,2,38,0.98876953125,0.01123046875,1.0,0.05620960295475531,0.227934,d4olalcfitbs739f3v00,2
38: dd_xpxm,3,38,0.986328125,0.013671875,1.0,0.05620960295475531,0.227934,d4olalnt3pms7395b2cg,2
41: no_dd,1,41,0.953125,-0.046875,-1.0,0.052151497124727345,0.289534,d4olaksfitbs739f3uug,0
41: no_dd,2,41,1.00830078125,0.00830078125,-1.0,0.052151497124727345,0.289534,d4olalcfitbs739f3v00,0
41: no_dd,3,41,1.01416015625,0.01416015625,-1.0,0.052151497124727345,0.289534,d4olalnt3pms7395b2cg,0
41: dd_xx,1,41,0.98388671875,-0.01611328125,-1.0,0.052151497124727345,0.289534,d4olaksfitbs739f3uug,1
41: dd_xx,2,41,0.9716796875,-0.0283203125,-1.0,0.052151497124727345,0.289534,d4olalcfitbs739f3v00,1
41: dd_xx,3,41,0.9892578125,-0.0107421875,-1.0,0.052151497124727345,0.289534,d4olalnt3pms7395b2cg,1
41: dd_xpxm,1,41,0.98779296875,-0.01220703125,-1.0,0.052151497124727345,0.289534,d4olaksfitbs739f3uug,2
41: dd_xpxm,2,41,0.99365234375,-0.00634765625,-1.0,0.052151497124727345,0.289534,d4olalcfitbs739f3v00,2
41: dd_xpxm,3,41,0.98193359375,-0.01806640625,-1.0,0.052151497124727345,0.289534,d4olalnt3pms7395b2cg,2
50: no_dd,1,50,1.02587890625,-0.02587890625,1.0,0.042866666666666664,0.321606,d4olaksfitbs739f3uug,0
50: no_dd,2,50,0.9990234375,0.0009765625,1.0,0.042866666666666664,0.321606,d4olalcfitbs739f3v00,0
50: no_dd,3,50,1.00146484375,-0.00146484375,1.0,0.042866666666666664,0.321606,d4olalnt3pms7395b2cg,0
50: dd_xx,1,50,0.9833984375,0.0166015625,1.0,0.042866666666666664,0.321606,d4olaksfitbs739f3uug,1
50: dd_xx,2,50,0.97412109375,0.02587890625,1.0,0.042866666666666664,0.321606,d4olalcfitbs739f3v00,1
50: dd_xx,3,50,0.98974609375,0.01025390625,1.0,0.042866666666666664,0.321606,d4olalnt3pms7395b2cg,1
50: dd_xpxm,1,50,1.02197265625,-0.02197265625,1.0,0.042866666666666664,0.321606,d4olaksfitbs739f3uug,2
50: dd_xpxm,2,50,0.99609375,0.00390625,1.0,0.042866666666666664,0.321606,d4olalcfitbs739f3v00,2
50: dd_xpxm,3,50,1.0224609375,-0.0224609375,1.0,0.042866666666666664,0.321606,d4olalnt3pms7395b2cg,2
52: no_dd,1,52,1.00830078125,-0.00830078125,1.0,0.04123520710059172,0.31531,d4olaksfitbs739f3uug,0
52: no_dd,2,52,1.00634765625,-0.00634765625,1.0,0.04123520710059172,0.31531,d4olalcfitbs739f3v00,0
52: no_dd,3,52,1.0087890625,-0.0087890625,1.0,0.04123520710059172,0.31531,d4olalnt3pms7395b2cg,0
52: dd_xx,1,52,0.998046875,0.001953125,1.0,0.04123520710059172,0.31531,d4olaksfitbs739f3uug,1
52: dd_xx,2,52,0.98583984375,0.01416015625,1.0,0.04123520710059172,0.31531,d4olalcfitbs739f3v00,1
52: dd_xx,3,52,0.9853515625,0.0146484375,1.0,0.04123520710059172,0.31531,d4olalnt3pms7395b2cg,1
52: dd_xpxm,1,52,0.98291015625,0.01708984375,1.0,0.04123520710059172,0.31531,d4olaksfitbs739f3uug,2
52: dd_xpxm,2,52,0.9931640625,0.0068359375,1.0,0.04123520710059172,0.31531,d4olalcfitbs739f3v00,2
52: dd_xpxm,3,52,0.98583984375,0.01416015625,1.0,0.04123520710059172,0.31531,d4olalnt3pms7395b2cg,2
55: no_dd,1,55,1.0009765625,0.0009765625,-1.0,0.039008264462809916,0.31531,d4olaksfitbs739f3uug,0
55: no_dd,2,55,1.015625,0.015625,-1.0,0.039008264462809916,0.31531,d4olalcfitbs739f3v00,0
55: no_dd,3,55,1.001953125,0.001953125,-1.0,0.039008264462809916,0.31531,d4olalnt3pms7395b2cg,0
55: dd_xx,1,55,0.98291015625,-0.01708984375,-1.0,0.039008264462809916,0.31531,d4olaksfitbs739f3uug,1
55: dd_xx,2,55,0.9970703125,-0.0029296875,-1.0,0.039008264462809916,0.31531,d4olalcfitbs739f3v00,1
55: dd_xx,3,55,1.00146484375,0.00146484375,-1.0,0.039008264462809916,0.31531,d4olalnt3pms7395b2cg,1
55: dd_xpxm,1,55,0.99609375,-0.00390625,-1.0,0.039008264462809916,0.31531,d4olaksfitbs739f3uug,2
55: dd_xpxm,2,55,0.9912109375,-0.0087890625,-1.0,0.039008264462809916,0.31531,d4olalcfitbs739f3v00,2
55: dd_xpxm,3,55,0.97900390625,-0.02099609375,-1.0,0.039008264462809916,0.31531,d4olalnt3pms7395b2cg,2
