Label,Iteration,Qubits,Abs_Error,Exp_Value,Ideal_Value,Circuit_Density,Job_ID,Method_Index
25: no_dd,1,25,1.04443359375,0.04443359375,-1.0,0.0848,d59292psmlfc739k5070,0
25: no_dd,2,25,1.0361328125,0.0361328125,-1.0,0.0848,d592933ht8fs73a490sg,0
25: no_dd,3,25,1.07275390625,0.07275390625,-1.0,0.0848,d59293gnsj9s73b67d2g,0
25: dd_xx,1,25,0.92236328125,-0.07763671875,-1.0,0.0848,d59292psmlfc739k5070,1
25: dd_xx,2,25,0.943359375,-0.056640625,-1.0,0.0848,d592933ht8fs73a490sg,1
25: dd_xx,3,25,0.93701171875,-0.06298828125,-1.0,0.0848,d59293gnsj9s73b67d2g,1
25: dd_cust,1,25,0.9404296875,-0.0595703125,-1.0,0.0848,d59292psmlfc739k5070,2
25: dd_cust,2,25,0.92578125,-0.07421875,-1.0,0.0848,d592933ht8fs73a490sg,2
25: dd_cust,3,25,0.95556640625,-0.04443359375,-1.0,0.0848,d59293gnsj9s73b67d2g,2
30: no_dd,1,30,0.9658203125,0.0341796875,1.0,0.07092592592592592,d59292psmlfc739k5070,0
30: no_dd,2,30,0.9912109375,0.0087890625,1.0,0.07092592592592592,d592933ht8fs73a490sg,0
30: no_dd,3,30,0.9580078125,0.0419921875,1.0,0.07092592592592592,d59293gnsj9s73b67d2g,0
30: dd_xx,1,30,0.94970703125,0.05029296875,1.0,0.07092592592592592,d59292psmlfc739k5070,1
30: dd_xx,2,30,0.93212890625,0.06787109375,1.0,0.07092592592592592,d592933ht8fs73a490sg,1
30: dd_xx,3,30,0.96240234375,0.03759765625,1.0,0.07092592592592592,d59293gnsj9s73b67d2g,1
30: dd_cust,1,30,0.94384765625,0.05615234375,1.0,0.07092592592592592,d59292psmlfc739k5070,2
30: dd_cust,2,30,0.9267578125,0.0732421875,1.0,0.07092592592592592,d592933ht8fs73a490sg,2
30: dd_cust,3,30,0.94482421875,0.05517578125,1.0,0.07092592592592592,d59293gnsj9s73b67d2g,2
35: no_dd,1,35,1.00634765625,0.00634765625,-1.0,0.06095238095238095,d59292psmlfc739k5070,0
35: no_dd,2,35,1.01220703125,0.01220703125,-1.0,0.06095238095238095,d592933ht8fs73a490sg,0
35: no_dd,3,35,1.015625,0.015625,-1.0,0.06095238095238095,d59293gnsj9s73b67d2g,0
35: dd_xx,1,35,0.9814453125,-0.0185546875,-1.0,0.06095238095238095,d59292psmlfc739k5070,1
35: dd_xx,2,35,1.0048828125,0.0048828125,-1.0,0.06095238095238095,d592933ht8fs73a490sg,1
35: dd_xx,3,35,1.0029296875,0.0029296875,-1.0,0.06095238095238095,d59293gnsj9s73b67d2g,1
35: dd_cust,1,35,0.9658203125,-0.0341796875,-1.0,0.06095238095238095,d59292psmlfc739k5070,2
35: dd_cust,2,35,0.9814453125,-0.0185546875,-1.0,0.06095238095238095,d592933ht8fs73a490sg,2
35: dd_cust,3,35,0.955078125,-0.044921875,-1.0,0.06095238095238095,d59293gnsj9s73b67d2g,2
